title,abstract,subject,duration,url
Ecology And Society,"The course focuses on the ecology of human societies human-environment relationships, with reference to cultural ecology and issues surrounding sustainable development. The ecology of human societies is about connections between ecological and human social, cultural, and organizational processes. Based on selected works of ecological anthropologists, this course focuses on the dynamic relationships between human cultures and their ecological environments. It uses basic concepts of anthropology, including the concept of culture as a dynamic system of learned behaviours and beliefs, to better understand how human beings adapt to and change their physical and social surroundings.",hs,12,/noc/courses/noc17/SEM2/noc17-hs28
Econometric Modelling,"This course is designed to give the students an exposure to the basic concepts of econometrics. However, the basic content also attempts to cover parts of time series analysis. 

 The course is structured to be primarily theoretical with an aim to provide an understanding of the mechanism, mathematics and economics behind the tools and techniques used. The concepts will be explained with examples using mostly MS Excel. 

 The course will have the advantage of developing a strong theoretical background which would help the students to better understand applicability of various methods and tools in different economic contexts or scenarios.",mg,8,/noc/courses/noc21/SEM2/noc21-mg80
Economic Growth & Development,"This course engages the student with the much debated theories of growth versus development. The decades following liberalization and globalization have been a period of very high levels of economic inequality. With the focus on issues surrounding inequality, this course will introduce students to the major ideas and theories surrounding the often used and misused concepts of economic growth and economic development. With the help of major concepts used in growth and development economics, a student taking this course will be able to participate in the debate and understand the nuances surrounding the issue of economic development.",hs,8,/noc/courses/noc20/SEM1/noc20-hs27
Economics Of Health And Health Care,"When I was doing my doctoral research in the area of Health Eonomics several people asked me that What does this Economics in Healthcare mean?Ã¢â¬Â Health economics or Economics of Healthcare is a discipline of economics which is concerned with the association between health status and the related resources assessing the value, behavior, efficiency and effectiveness of various stakeholders in the production and consumption of healthcare. Pertaining to several factors Health Economics has not been studied well in India or in many other developing countries, unike the developed economies. 

Learning Objectives:
1. To provide the students a broad understanding about the fundamental economic concepts in the area of health, health care and health policy. 

2. To equip students with economic theories and logics in order to analyze the behavior of different economics agents at the individual, household, community and institutional (government and non-governmental) levels within the healthcare market frameworks.

3. To help them to build rationale and strategies based on the economic valuation of healthcare system and the measurement of efficiency level. 

4. To learn about the shortcomings of a lowly developed economy to attain best health status and the health and development nexus. 

5. To understand the healthcare financing mechanism and its evolution. 

",mg,8,/noc/courses/noc18/SEM2/noc18-mg23
Economics Of IPR,"Objective of this course is divided in two parts â first to explain the basic facet of intellectual property (IP) such as copyright and related rights, trademarks, patents, geographical indications, and industrial designs and second to explore the economic and other issues associated with protection of IPR. A special spotlight will be also on protection of IP in a digitalized world.",hs,4,/noc/courses/noc16/SEM2/noc16-hs08
Educational Leadership,"In the context of Global, Multicultural & Virtual work environments domain knowledge alone is not a sufficient guarantee for professional success. Since long we have been talking about organizational leadership or corporate leadership. In fact leadership is an adjective mostly attached to the growth of industry. Rarely do we realize the importance of leadership in educational institutions. This course is designed to help the teaching/Academic professionals to understand how educational leadership can transform and enhance the effectiveness of educational institutions. This course intends to focus on academic community and to encourage individual members to develop various skills, competencies, abilities to enhance their leadership skills. It will also help them to develop awareness into their self-motivation, reflective practices, critical thinking and positive plans of actions for enhancing their leadership impact and institutional effectiveness. This course is aimed to mobilize human resources of education sector, educational administration and prospective teachers.",hs,8,/noc/courses/noc17/SEM2/noc17-hs33
Electric Vehicles And Renewable Energy	,"A systems course to understand the fundamentals of Electric Vehicles (EVs), especially in Indian Context. The course will examine technology associated with each element of EV drive-train; at the same time, it will get into economics of EVs in India vis-?-vis petrol vehicles.",e1,12,/noc/courses/noc21/SEM2/noc21-ee112
Electrical Distribution System Analysis,"The structure and load patterns of a power distribution system are significantly different than transmission system. In addition, distribution systems are transitioning from passive to active with the adoption of distributed generation, storage, and smart-grid technologies. Therefore, the analysis tools developed for a transmission system will not be directly applicable to a distribution network. This course shall introduce the modeling of the components (feeders, distribution transformer, regulators, capacitors, loads, distributed generation, storage, etc.) and analysis methods (load flow, short-circuit, etc.), specially developed for the distribution system.",ee,8,/noc/courses/noc18/SEM2/noc18-ee15
Electrical Equipment And Machines: Finite Element Analysis,"The course consists of theory and applications of Finite Element Method (FEM). This numerical technique, applied for solving partial differential equations, is popularly used by researchers and practicing engineers for design, development and optimization of electrical equipment and machines. A course of FEM is being included in many universities in India at UG and PG level. This module will be helpful forstudents and working professionals to understand and apply FEM effectively for design, analysis, and optimization of devices. Freeware based FEM simulations and coding procedures will be a part of this course. Students can develop their own codes for practical two- dimensional problems using freeware software.There are two existing NPTEL courses on computational electromagnetics covering various numerical techniques especially for high-frequency electromagnetics. This course is exclusively for FE Analysis of low-frequency machines and equipment. Four unique features of this proposed course are:1. Explanation of EM concepts relevant for low frequency electromagnetic computations2. Use of field distributions and interactive Java based examples hosted in a virtual lab (https://www.ee.iitb.ac.in/course/~vel/)3. Application of the Finite Element theory for different low frequency electromagnetic problems related to electrical machines and equipment4. Solving the developed Finite Element formulations using freeware platforms like Scilab and GmshThe proposer has conducted many Continuing Education Programs for industry and academia on electromagnetic fields and numerical techniques (https://www.ee.iitb.ac.in/~fclab/Invited_talks_and_Training_Programs/CEP%20Courses%20Conducted.pdf) and has given a number of invited talks on computational electromagnetics in various Engineering Colleges (https://www.ee.iitb.ac.in/~fclab/Invited_talks_and_Training_Programs/Invited%20Guest%20Lectures%20in%20Engineering%20Colleges%20in%20India.pdf), international 
(https://www.ee.iitb.ac.in/~fclab/Invited_talks_and_Training_Programs/International%20Invited%20Talks%20and%20Tutorials.pdf)and national (https://www.ee.iitb.ac.in/~fclab/Invited_talks_and_Training_Programs/Invited%20Tutorials%20and%20Talks%20in%20Workshops%20%20in%20India.pdf ) conferences and workshops.",ee,8,/noc/courses/noc20/SEM2/noc20-ee81
Electrical Machines,"The course introduces electrical machines - namely transformers, DC and AC rotating machines, which are, arguably, the most important components of energy and power conversion industry. Transformers, being static, are the easiest of electrical machines and hence they will be dealt with initially after introducing magnetic circuit fundamentals. DC and AC machines will be discussed after understanding the process of electromechanical energy conversion through a magnetic field. The efficiency, voltage regulation and characteristics of these machines will be discussed while they are functioning as generators. Further, their speed-torque characteristics, starting, braking, speed control and efficiency will be discussed while they function as motors. Every topic will include their applications in various power industries as well.",ee,12,/noc/courses/noc19/SEM2/noc19-ee69
Electrical Machines - I,"The operational principle of Transformers and Direct Current (DC) Electrical Machines are covered in this course. Both the single-phase and three-phase transformers are analyzed in details considering magnetic circuit design, parallel operation, various connection diagrams, etc.Thereafter, the DC machines are presented starting from their construction, principle of operation, starting, braking and speed control methods.  All of the topics are presented in a lucid and interactive manner, such that at the end of this course, students will get a good understating on the aforesaid areas. Assignments with numerical problems are provided on each topic to further improve the understanding and to develop problem solving skills. In some cases, laboratory demonstration is included to give a feel of hands-on-experience. The dynamic simulation of electrical machine using MATLAB/SIMULINK is also included to study the performance during steady state and transients.",ec,12,/noc/courses/noc17/SEM2/noc17-ec10
Electrical Measurement And Electronic Instruments," It is a core course for all UG Electrical Engineering students. The content of this course is also aligned to the syllabus for the GATE EE exam. The course has two halves:
(1)	Electrical Measurements (6 weeks): 
Working principle and Dynamics of different electro-mechanical instruments, ammeter, voltmeter, ohmmeter, wattmeter, energy meter, measurement of resistance and impedances, bridges and potentiometers, Instrument transformers.
(2)	Electronic Instruments (6 weeks):
Differential amplifier, op-amp circuits, Analog DC and AC instruments, ADC and DAC, Digital instruments, function generator, oscilloscope

Find details below
",ee,12,/noc/courses/noc19/SEM2/noc19-ee44
Electroceramics,"This course is an advanced level course for UG students and early PG students of Materials Science and Metallurgy. Various aspects of electronic ceramics are covered in this course which start with emphasis on how structures form in such materials. Then, defects chemistry and defect equilibria in such materials are discussed while elucidating the effect of defect chemistry on ceramic properties.This will be followed by a treatment of defect diffusion and ionic conductivity in electronic ceramics. Once this framework is established, students will then be exposed to fundamentals and specific cases of linear dielectric as well as ferroics such ferroelectrics and ferromagnetic ceramics. Students will also be familiarized with rather novel phenomenon of Multiferroism briefly. Finally, the course will finish with emphasis on important bulk and thin films processing methods.",mm,12,/noc/courses/noc15/SEM1/noc15-mm02
Electrochemical Energy Storage,"This course illustrates the diversity of applications for secondary batteries and the main characteristics required of them in terms of storage. The introductory module introduces the concept of energy storage and also briefly describes about energy conversion. A module is also devoted to present useful definitions and measuring methods used in electrochemical storage. Subsequent modules are devoted to teach students the details of Li ion batteries, sodium ion batteries, supercapacitors, lithium Ã¢â¬â air, and lithium - sulphur batteries. Separate modules are also devoted to describe lithium reserves, extraction and recycling of Li ion batteries.",mm,12,/noc/courses/noc21/SEM2/noc21-mm34
"Electromagnetic Compatibility, EMC","All systems that generate or consume electrical energy can produce electromagnetic noise that may interfere with the operation of the system itself and/or other systems. Electromagnetic interference (EMI) is a potential threat to the present day electronic devices. The course shows the students how the principles of electricity and magnetism can be applied to design electrical and electronic systems that can co-exist harmoniously, that is, to design systems that are electromagnetically compatible with each other. The students will learn how electromagnetic disturbances are generated in systems, how they couple to other systems, and how systems can be protected.",ee,8,/noc/courses/noc19/SEM1/noc19-ee17
Electromagnetic Theory,"Electromagnetic theory is a core course in Electrical Engineering curriculum. The course covers static and dynamic electric and magnetic fields and their interaction. Major topics include Electromagnetic Waves, Transmission Lines, Waveguides, and Antenna fundamentals. In addition, quasi-static analysis and numerical methods are also discussed. Successful completion of the course will allow students to take up Microwave Engg, Antennas, and Optics for future studies.",ee,12,/noc/courses/noc16/SEM1/noc16-ee01
Electromagnetism,"In this course students will learn and apply properties of electric and magnetic fields in the presence of static charge and current distributions. They will also understand, analyze, and apply Maxwellâs equations that govern the dynamics of electric and magnetic fields.",ph,12,/noc/courses/noc20/SEM1/noc20-ph08
Electron Diffraction And Imaging,"Crystal structure, Symmetry, Reciprocal space
Different type of projections (polar and stereographic)Electron Microscope (Properties of waves, Wave nature of electron, de Broglie equation, electron optics, lens and lens defects, Components-source to detector)
Fundamentals of diffraction, Computation of intensity of diffraction patterns, different types of diffraction (Selected area, Kikuchi, Convergent Beam and nano-diffractionContrast theory (Kinematical and dynamical theory), Imaging of different types of defects (zero, one, two and three dimensional defects)
Phase contrast microscopy, Basics of Electron crystallography (combining diffraction and High resolution transmission electron microscopy) 
Brief Introduction to recent techniques in electron microscopy (Holography, Scanning TEM, Z- contrast microscopy, Orientation Microscopy, etc )
",me,12,/noc/courses/noc17/SEM2/noc17-me30
Electronic Modules For Industrial Applications Using Op-Amps,"This course is a system design-oriented course aimed to provide exposure on industrial applications of op-amp and its importance in the real world. In this course, different applications/case-studies (including biomedical and industrial application) are considered and will be discussing in detail about the fundamentals of the system, its operation and its importance. Since analog circuits play a crucial role in the implementation of an electronic system, this course emphasis 0n complete system design with initial discussion on circuit design. As part of this course student can build analog systems using analog ICs and study their macro models. Below are some of the course outcomes.
To expose the operation of the basic building blocks of analog system
To understand and analyze the Op-Amps. 
To develop the skill to build and troubleshoot Analog circuits
To develop the skill to build complete system using analog circuits
",ee,8,/noc/courses/noc19/SEM1/noc19-ee32
Electronic Systems For Cancer Diagnosis,"This course is designed with an aim of educating students on the process flow for designing electronic systems for tissue-based cancer diagnosis. An exposure towards developing strategies to discriminate pathological cells from normal ones based on the electrophysiological properties of cells. Design and integrate biochip with electronic module for understanding the electro-thermo-mechanical properties of tissues. microtechnology and its use to fabricate sensors and systems. Students will have an exposure towards how to fabricate the sensors and its application in real world. Several examples of engineering devices used in clinical research will be also covered. Both conventional (class 1000) and non-conventional (class 10000) clean room and some equipment within it will also be shown. Below are some of the course outcomes.

The first objective of this course is to understand cancer and its properties: Breast Cancer and Oral Cancer
The second objective is to educate the students on the process flow for designing electronic systems for tissue-based cancer diagnosis
The third objective is to develop skills to design electronic systems for cytology-based studies
Fourth objective is to develop skills to integrate biochips with electronic system for cancer diagnosis
The fifth objective is to understand how to work in a conventional (class 1000) and non-conventional (class 10000) clean room environment and understand several equipments
The final objective is to learn and understand in detail how to design electronic systems with the preexisting knowledge of basic electronics and to add on the 3D printing skills.
",ee,12,/noc/courses/noc19/SEM1/noc19-ee12
Elementary Stereology For Quantitative Metallography,"Quantitative metallography or stereology is concerned with the measurement of microstructural features such as grain size, and the size and spatial distribution of second phase particles from the observations made on 2-D sections through optical, scanning and transmission electron microscopy. In all cases a small sample section or thin slice of material is observed in order to derive the microstructural characteristic of a bulk material. Stereology is therefore concerned with geometrical probability.",mm,4,/noc/courses/noc18/SEM2/noc18-mm18
"Elements Of Metal Cutting, Machine Tools, Gear Cutting And CNC Machining","In the course metal cutting and machine tools, gear cutting and CNC machine tools and processes,the students will be made familiar with metal cutting theory including cutting tool geometry, mechanism of chip formation, force analysis in the orthogonal cutting system, measurement of cutting forces â dynamometers, Theory of tool wear and tool life, Study of different machine tools: Lathe and Milling machine. Study of gear cutting on milling machine, gear shaping and gear Hobbing machines. Study of non-traditional machining : LBM, EDM, ECM, USM, AJM, AWJM Study of CNC machining. Study of Gear cutting : Introduction to gears, Different types of gears. Simple gear calculations involving numbers of teeth, rpm etc.
Gear cutting on the milling machine with rotary disc type form gear milling cutter : Spur and Helical gear cutting with simple and differential indexing, calculation of change gear ratio Gear cutting on the gear shaper â calculation of speed gear box, feed gear box, index gear box ratios Gear cutting on the gear hobbing machine (both straight spur and helical gears) â calculation of speed gear box, feed gear box, index gear box and lead change gear box Computer numerical control : Introduction, Classification: Point to point and continuous control, open loop and closed loop control.
Kinematic structure of CNC machine tools, different types of prime movers used, feedback devices Digital logic and use of digital logic in CNC machines Interpolation in CNC machines: Linear and circular interpolation Programming in CNC machine - programming on the CNC turning centre and machining centre CNC Free form surface machining with ball ended milling cutter on 3 axis machining centre â basic conceptsGear cutting on the milling machine with rotary disc type form gear milling cutter : Spur and Helical gear cutting with simple and differential indexing, calculation of change gear ratio Gear cutting on the gear shaper â calculation of speed gear box, feed gear box, index gear box ratios Gear cutting on the gear hobbing machine (both straight spur and helical gears) â calculation of speed gear box, feed gear box, index gear box and lead change gear box Computer numerical control : Introduction, Classification: Point to point and continuous control, open loop and closed loop control.
Kinematic structure of CNC machine tools, different types of prime movers used, feedback devices Digital logic and use of digital logic in CNC machines Interpolation in CNC machines: Linear and circular interpolation Programming in CNC machine - programming on the CNC turning centre and machining centre CNC Free form surface machining with ball ended milling cutter on 3 axis machining centre â basic concepts",me,12,/noc/courses/noc21/SEM2/noc21-me90
Elements Of Solar Energy Conversion,"This course intends to introduce the basic concepts required for the engineers to work in the field of solar energy technology, both industrial installations and research endeavours. The major focus is on the following topics: the apparent movement of the sun, irradiation prediction, intensity estimation on tilted plane, flat plate collectors, concentrating collectors of various kinds, thermal and photovoltaic routes of solar energy conversion. The course assumes basic knowledge in UG level thermodynamics, optics, semiconductor physics, heat transfer and engineering mathematics. The advanced UG ME students and the PG ME students intending to work in the solar energy field should opt for this course.",me,12,/noc/courses/noc21/SEM1/noc21-me34
Elements Of Visual Representation,"Visual Art is compulsorily a successful visual arrangement. Visual Representation is a mode of nonlinguistic and nonverbal communication. It involves a wide range of symbolic icons that cannot be comprehended solely through intuition. The course introduces numerous theoretical constructs that enable its audiences to primarily understand the nature of visual medium and eventually develop a visual vocabulary to decode visual messages with a semiotic approach. The knowledge is instrumental in visual analysis, critical art appreciation, theoretical and practical art and design endeavors.",hs,8,/noc/courses/noc15/SEM1/noc15-hs10
Embedded System Design With ARM,"This course will discuss about the basic concepts of embedded system design, with particular emphasis on hands-on and demonstration sessions on system design using ARM microcontrollers. Keeping in view of the recent developments, this course will be based on state-of-the-art microcontroller boards and programming environments. This course will also help the participants to understand the developmental aspects of Internet of Things (IoT) based designs. Starting from the basics, the participants will be introduced to various interfacing issues with sensors and actuators. It is highly recommended that the participants procure some of the low cost microcontroller development boards and actually carry out the experiments that would be demonstrated.",cs,8,/noc/courses/noc19/SEM1/noc19-cs22
Embedded Systems-Design Verification And Test,"An embedded system (ES) can be described as a computing system which is part of a larger physical system. Examples of ESs range from a simple elevator controller to a complex avionics control system. Unlike a general purpose computer system, ESs are typically designed for specific functionalities, often with stringent performance objectives and constraints related to real-time accuracy, area, power, cost etc. Their implementations may include both software and hardware components and may necessitate integration with sensors and actuators. The increase in complexity of modern ESs mandates automation in their design. Given a system which we intend to implement, the design process majorly evolves through distinct but often overlapping and iterative phases which include,i. modeling of the intended system behavior, ii. design of appropriate structural representations and implementation methodologies, corresponding to the specified behavior, iii. verification and validation of the correctness and performance related properties that the designed system should satisfy, and iv. testing whether the prototyped / manufactured implementation actually performs the required behaviour. The proposed course will systematically cover all these topics so that the student gains an end-to-end understanding of the overall ES design process.",cs,12,/noc/courses/noc18/SEM2/noc18-cs54
Employment Communication - A Lab Based Course,"Employment Communication: A Lab based course is intended as Finishing School for Undergraduate students of Colleges / Professional Institutes who are soon to join the workforce. It is possible that some of these students might have completed Courses or trained on Professional Communication / Soft / Communication Skills, the fact is that there is still a genuine need for intensive practice so as to put up a stellar performance during the three stage process of Employment Communication.
In the first stage (CV writing) students will be trained to write impressive CVs aimed to grasp the attention of organizations / employers they would like to work with. In the 2nd phase, students will be taught the basics strategies of cracking Group Discussions (GDs) to demonstrate their Team working abilities; and also that they can emerge as leaders while still maintaining the Group /Project goals of the organizations. In the third and final stage, post a short & lucid theoretical lecture on how to tackle Interview Questions, students will undergo practical Personal Interview Sessions so as to get a feel of the real scenario and reduce the fear factor.
In conclusion, the objective of the proposed course (on Employment Communication: A Lab based course) is to prepare students to effectively train & confidently prepare to enter the workplace.
",hs,8,/noc/courses/noc19/SEM1/noc19-hs20
Employment Communication A Lab Based Course,"Employment Communication: A Lab based course is intended as Finishing School for Undergraduate students of Colleges / Professional Institutes who are soon to join the workforce. It is possible that some of these students might have completed Courses or trained on Professional Communication / Soft / Communication Skills, the fact is that there is still a genuine need for intensive practice so as to put up a stellar performance during the three stage process of Employment Communication.
In the first stage (CV writing) students will be trained to write impressive CVs aimed to grasp the attention of organizations / employers they would like to work with. In the 2nd phase, students will be taught the basics strategies of cracking Group Discussions (GDs) to demonstrate their Team working abilities; and also that they can emerge as leaders while still maintaining the Group /Project goals of the organizations. In the third and final stage, post a short & lucid theoretical lecture on how to tackle Interview Questions, students will undergo practical Personal Interview Sessions so as to get a feel of the real scenario and reduce the fear factor.
In conclusion, the objective of the proposed course (on Employment Communication: A Lab based course) is to prepare students to effectively train & confidently prepare to enter the workplace.",hs,8,/noc/courses/noc20/SEM1/noc20-hs15
Enclosure Design Of Electronics Equipment,"The purpose of this course is to sensitise a registrant to various aspects of an electronics product. Specifically  onnon electrical aspects like mechanical design and detailing. Starting from a need translated into specifications, leading to design and prototyping and ending up in a manufacturable physical prototype. ",ec,12,/noc/courses/noc17/SEM2/noc17-ec05
Energy Conservation And Waste Heat Recovery,"Estimates from analyses and audits from various industries suggest that 20 to 50% of industrial energy input is lost as waste heat. This waste heat can be in the form of hot exhaust gases, water/fluid streams (from condensers in power plants) or heat lost from hot equipment and surfaces. As the world strives for higher energy efficiencies, it is imperative that along with better equipment we focus on recovering the energy stored in this waste heat and utilize it for useful purposes.
The proposed course introduces us to various methods of Waste Heat Recovery that has been employed by the industry to harness the energy stored in waste heat and use it for generation of additional electric power.
",mm,12,/noc/courses/noc17/SEM2/noc17-mm17
Energy Economics And Policy,"Similar to many other branches of applied economics, energy economics emerged with the
realization that ÃÆÃÂ¢ÃÂ¢Ã¢â¬Å¡ÃÂ¬Ãâ¦Ã¢â¬ÅenergyÃÆÃÂ¢ÃÂ¢Ã¢â¬Å¡ÃÂ¬ÃâÃÂ is a scarce resource. This course covers the economic principles that
guide energy related behavior of both the producers and the consumers of energy and the policy
regime that has emerged to govern it. The course has four building blocks: understanding energy
as a scarce resource, various aspects of energy demand and supply with a focus to policies that
are in place to promote renewable energy supply and finally, a much needed discussion on
interaction between energy, environment and climate change. The course aims at broadening the
vision of students while making any energy related decision as a technology developer, energy
manager, entrepreneur, policy maker, researcher in future or simply for personal energy use in
day to day activities.",hs,8,/noc/courses/noc19/SEM2/noc19-hs42
"Energy Efficiency, Acoustics And Daylighting In Building","The objectives of this course is to expose the students to the concepts functional design of
building for thermal aspects and energy efficiency; especially in tropical climates i.e. in
Indian context. Further objective is to make the student capable of performing
fenestration design for natural ventilation and daylighting & design of space for external
and internal noise control.",ce,12,/noc/courses/noc18/SEM1/noc18-ce06
Engineering Drawing And Computer Graphics,"All phases of manufacturing a product involve expressing basic ideas into graphical format widely known as engineering drawing and design. The present course prepares the students to learn the basics concepts involved in technical drawing skills and computer graphics.
During this course, the student will develop skills on:
- understanding of engineering drawings used in industries - computer design and development of 3D objects
- exposure to visual aspects of technical drawings",me,12,/noc/courses/noc20/SEM2/noc20-me79
Engineering Economic Analysis,"The course focuses on economic and cost analysis of engineering projects, giving insights on modern techniques and methods used on economic feasibility studies relating to design and implementation of engineering projects. The basic purpose of this course is to provide a sound undertaking of concepts and principles of engineering economy and to develop proficiency with methods for making rational decisions regarding problems likely to be encountered in professional practice.",me,8,/noc/courses/noc16/SEM2/noc16-me13
Engineering Fracture Mechanics,"The course covers the basic aspects of Engineering Fracture Mechanics. Spectacular failures that triggered the birth of fracture mechanics, Modes of loading, Classification as LEFM and EPFM, Crack growth and fracture mechanisms, Energy release rate, Resistance, Griffith Theory of fracture, Extension of Griffith Theory by Irwin and Orowan, R-Curve, Pop-in phenomena, Crack branching. Necessary and sufficient conditions for fracture, Stress and Displacement fields in the very near and near-tip fields, Westergaard, Williams and Generalised Westergaard solutions, Influence of the T-stress and higher order terms, Role of photoelasticity on the development of stress field equations in fracture mechanics, Equivalence between SIF and G, Various methods for evaluating Stress Intensity Factors, Modeling plastic zone at the crack-tip, Irwin and Dugdale models, Fracture toughness testing, Feddersos residual strength diagram, Paris law, J-integral, HRR field, Mixed-mode fracture, Crack arrest methodologies.
",me,12,/noc/courses/noc17/SEM2/noc17-me23
Engineering Graphics,"The basic objective of this course is: 
The students must be able to (i) read engineering drawings and (ii) make basic engineering drawings using both geometric instruments as well as graphics software with equal ease.",ce,8,/noc/courses/noc16/SEM1/noc16-ce04
Engineering Mathematics - I,"This course is about the basic mathematics that is fundamental and
essential component in all streams of undergraduate studies in sciences
and engineering. The course consists of topics in differential calculus,
integral calculus, linear algebra and differential equations with
applications to various engineering problems. This course will cover the
following main topics:
 Mean Value Theorems Indeterminate Forms Taylors and
Maclaurins Theorems. Partial Derivatives Differentiability Taylors
Expansion of Functions of Several Variables. Maxima and Minima
 Improper Integrals. Differentiation under Integral Sign (Leibnitz rule).
Multiple Integrals and their Properties. Applications of Multiple
Integrals
 System of Linear Equations. Vector Spaces; Basis and Dimension of
a Vector Space. Rank of a Matrix and its Properties. Linear
Transformation. Eigenvalues and Eigenvectors. Diagonalization
 First Order Differential Equations. Higher Order Differential Equations
with Constant Coefficients. Cauchy-Euler Equations. System of
Differential Equations",ma,12,/noc/courses/noc19/SEM1/noc19-ma01
Engineering Mechanics,"In this course, we would be studying mechanical interaction between different bodies when they 
interact through the forces applied on each other. This would consist of 2 parts: statics and dynamics.",ph,12,/noc/courses/noc16/SEM2/noc16-ph02
Engineering Mechanics: Statics And Dynamics,"Static and dynamical mechanical systems are the heart of all engineering today. The static systems range from bridges, load bearing members of roofs to fasteners and bolts. Dynamical systems are also ubiquitous in the form of machines which convert electrical energy to mechanical energy. Understanding the equations governing these static and dynamical systems is at the heart of this course.

During this course, we will touch upon the theoretical tools that we have available to us in order to be able to analyse these systems.
The world around us is full of engineered systems, such as machines, automobiles, bridges and buildings. The objective of this course is to present the basic principles of dynamics and help develop proficiency in applying these principles to formulate and solve dynamics problems. We will also study applications of dynamics concepts to modeling engineered machines.",me,8,/noc/courses/noc18/SEM1/noc18-me23
Engineering Mechanics:Statics And Dynamics,"Static and dynamical mechanical systems are the heart of all engineering today. The static systems range from bridges, load bearing members of roofs to fasteners and bolts. Dynamical systems are also ubiquitous in the form of machines which convert electrical energy to mechanical energy. Understanding the equations governing these static and dynamical systems is at the heart of this course.

During this course, we will touch upon the theoretical tools that we have available to us in order to be able to analyse these systems.
The world around us is full of engineered systems, such as machines, automobiles, bridges and buildings. The objective of this course is to present the basic principles of dynamics and help develop proficiency in applying these principles to formulate and solve dynamics problems. We will also study applications of dynamics concepts to modeling engineered machines. ",me,8,/noc/courses/noc17/SEM1/noc17-me01
Engineering Metrology,"Engineering metrology is the use of measurement science in manufacturing. The study of metrology is highly valuable for the students and practitioners, specifically from mechanical and allied engineering stream. For a product to be successful, it needs to be manufactured according to metrological specifications, otherwise heavy costs are incurred to comply with the specifications in the later stage. Also, the role played by measurements in the day today life makes it essential to study metrology. This course is designed to impart the knowledge to develop measurement procedures, conduct metrological experiments, and obtain and interpret the results. A laboratory demonstration are also induced to enhance the learning process. The course would be useful in many areasin the traditional and modern high technology viz. manufacturing, industrial, scientific research, defense, and many others.",me,12,/noc/courses/noc18/SEM2/noc18-me62
English Language For Competitive Exams,"The course aims to help participants develop their English language skills , particularly those planning to appear for competitive exams that test their English language abilities. During a span of 30 hours,   students will be exposed to material  that facilitates aspects of grammar, writing and vocabulary.",hs,12,/noc/courses/noc17/SEM1/noc17-hs03
"English Literature Of The Romantic Period, 1798 - 1832","This is intended as a survey of one of the most significant periods in English literature, the Romantic Age. It provides the socio-cultural backgrounds, key features of the poetry and fiction and an introduction to some of the key poets and poems from the period. In addition it also offers a brief account of the principal aesthetic theories that informed the poetry, and an introduction to the visual arts of the period. It concludes with a short introduction to the orientalism that marked the ageâs literature.  ",hs,8,/noc/courses/noc19/SEM1/noc19-hs06
Entrepreneurship,"This course provides a detailed overview of entrepreneurship as the foundation of business growth and value creation in the national economy. It provides multiple constructs for entrepreneurs to be successful, and pathways for their companies to achieve sustainable growth. Each week/module of the course will cover one specific topic with conceptual perspectives as well as practical examples. Upon successful completion of the course, the student will be able to approach entrepreneurship with clarity and focus. A practicing entrepreneur will be able to navigate the opportunities and challenges more effectively with an enhanced understanding of key success factors.?",mg,12,/noc/courses/noc20/SEM1/noc20-mg35
Entrepreneurship And IP Strategy,"The objectives of the course are
a) To discuss intellectual property strategy to protect the
inventions and innovations of new ventures.
b) To develop skills of commercial appreciation by allocating
knowledge about substantive aspect of management strategy
and legal literature.
c) The course will make the students appreciate the nature, scope
and differences of IP, its different utilities and approaches, and to manage and strategize IP lifecycle effectively throughout the journey of start-up, in a time when it is aspired highly by the economy and society.
d) Students will learn the fundamentals and advanced strategies of IP. They will be given opportunity for understanding the same in MSME sector. They will finally be trained with the valuation techniques and audits of IP.",hs,8,/noc/courses/noc20/SEM2/noc20-hs66
Environment And Development,"The course will consist of theoretical application and environmental knowledge pertaining to sustainable development. The course analyses the reciprocal interaction between the physical environment, the social organization and human behaviour in the context of development. The course will introduce students with an overview of environmental ethics, debates and change and to facilitate their understanding and analysis of the inter-relationship between environment and development issues and apply them to their own experience and work. To enhance the studentsâ knowledge of the nature of and underlying causes of the most pressing environmental concerns and to understand how these impact on the lives and livelihoods of the local community. To look at the possibilities for environmental regeneration providing an analysis of case studies of local sustainable development initiatives and community based natural resource management. After the successful completion of the course the students will be able to comprehend the complexity and various forms and dimensions of development and environment issues and ground them in current issues and real life experiences.
",hs,12,/noc/courses/noc21/SEM2/noc21-hs83
Environmental & Resource Economics,This course is designed to guide students through the frontier areas of environmental economics. We begin by studying interaction between economy and the environment. Then we try to understand the welfare implication of national income and discuss the issues of sustainable development. We examine the impact of economic growth on environmental degradation.,hs,12,/noc/courses/noc21/SEM2/noc21-hs56
